school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,M,18,U,NA,T,1,1,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,NA,2,1,2,3,4,10,10,10
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,18,NA,16
MS,F,NA,R,LE3,A,1,4,at_home,other,course,mother,3,2,0,no,NA,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,13,13,13
MS,M,18,R,LE3,T,1,1,at_home,other,other,mother,2,NA,1,no,no,no,yes,no,no,no,NA,NA,4,3,2,3,5,2,13,12,12
MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,NA,NA,no,yes,NA,no,yes,yes,yes,yes,4,3,2,1,3,3,0,11,11,10
MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,NA,16,15,15
MS,F,17,R,NA,T,1,2,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,12,11,12
MS,M,18,R,GT3,T,1,3,at_home,other,course,NA,2,2,0,no,yes,yes,no,yes,yes,no,NA,3,NA,4,2,4,NA,4,10,10,10
MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,NA,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0,13,13,13
MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,0,7,NA,0
MS,F,18,U,GT3,NA,2,3,at_home,services,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0,11,10,10
MS,F,18,R,GT3,T,4,4,NA,teacher,other,father,3,2,0,no,yes,NA,no,no,yes,NA,yes,3,2,2,4,2,5,10,14,12,11
MS,F,19,U,LE3,NA,3,2,services,services,home,other,2,2,2,no,no,no,yes,yes,yes,NA,yes,3,2,2,1,1,3,4,7,7,9
MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3,14,12,12
MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,NA,11,11
MS,F,17,R,NA,T,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,NA,yes,no,3,5,5,1,3,1,14,6,5,5
MS,F,18,R,LE3,T,4,NA,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,NA,19,18,19
MS,F,18,R,GT3,T,1,1,other,other,home,NA,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2,8,8,10
MS,F,20,U,GT3,NA,4,2,health,other,course,other,2,3,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,4,15,14,15
MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,no,NA,yes,yes,yes,yes,yes,no,NA,4,3,3,4,NA,4,8,9,10
MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0,15,15,15
MS,F,17,R,GT3,T,NA,1,at_home,other,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,17,10,10,10
MS,M,18,U,GT3,T,4,4,teacher,NA,home,father,1,2,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,4,15,14,14
MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,NA,4,3,1,3,5,NA,7,6,7
MS,M,17,U,GT3,T,2,3,other,services,home,father,NA,2,0,no,no,no,yes,yes,yes,yes,no,4,NA,3,1,1,3,2,11,11,10
MS,M,19,R,GT3,T,NA,1,other,services,other,mother,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,6,5,0
MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,14,6,5,5
MS,F,18,R,GT3,T,2,2,NA,other,other,mother,2,NA,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,2,10,9,10
MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,yes,yes,yes,NA,yes,yes,NA,4,3,2,2,5,7,6,5,6
MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,NA,no,5,4,2,1,2,5,0,7,5,0
MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,NA,0,no,yes,yes,no,yes,yes,yes,no,4,3,NA,1,1,1,0,7,9,8
MS,F,18,U,GT3,T,1,NA,other,NA,course,mother,NA,2,1,no,no,NA,yes,yes,yes,no,no,1,NA,1,1,1,5,0,6,5,0
MS,M,20,U,LE3,A,2,NA,services,services,course,NA,1,2,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,11,9,NA,9
MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,14,16,16
MS,M,21,R,GT3,T,1,1,other,other,course,other,1,1,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,3,3,10,8,7
MS,M,18,R,LE3,NA,3,NA,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,NA,5,0,11,12,10
MS,M,NA,U,NA,T,1,1,other,at_home,course,father,1,1,0,no,no,NA,no,yes,yes,yes,no,3,2,3,3,3,5,5,8,9,9
